,Name,Party,Votes,Comparative number,Region,Selected
1159,"Arbelius, Tarja",Kok,474,2520,Savo-Karjalan vp,
1160,"Väänänen, Antti",SDP,474,1924,Lapin vp,
1161,"Kapanen, Katri",Vas,473,3928,Varsinais-Suomen vp,
1162,"Haverinen, Soili",KD,473,1866,Uudenmaan vp,
1163,"Rantalainen, Juha",KD,472,1088,Kaakkois-Suomen vp,
1164,"Fiskaali, Heimo",KD,471,2388,Vaasan vp,
1165,"Lähde, Hanna-Kaisa",Vihr,471,1535,Kaakkois-Suomen vp,
1166,"Heikkinen, Matti",KD,471,1432,Oulun vp,
1167,"Paasimaa, Veli",Vas,470,4213,Oulun vp,
1168,"Sivonen, Sameli",Vihr,469,4306,Helsingin vp,
1169,"Alatarvas, Jarmo",Vas,469,1764,Lapin vp,
1170,"Heikkinen, Minna",Muut,469,1007,Kaakkois-Suomen vp,
1171,"Lokka, Junes",Muut,469,588,Oulun vp,
1172,"Sundqvist, Lisen",Vas,468,1038,Vaasan vp,
1173,"Lesch-Saarinen, Helena",RKP,467,2154,Uudenmaan vp,
1174,"Cederberg, Björn",KD,465,3477,Savo-Karjalan vp,
1175,"Nevalainen, Aki",Vas,465,1568,Lapin vp,
1176,"Väätäinen, Juha",PS,464,3623,Helsingin vp,
1177,"Latvala, Jari",Kok,462,2271,Vaasan vp,
1178,"Ojanperä, Risto",Kok,462,2109,Vaasan vp,
1179,"Virtaniemi, Aki",Kok,462,1514,Keski-Suomen vp,
1180,"Kallioinen, Säde",Kesk,460,2346,Uudenmaan vp,
1181,"Karaca, Emin",Kok,458,1621,Satakunnan vp,
1182,"Ilonen, Jarkko",Vas,457,1310,Uudenmaan vp,
1183,"Mällinen, Maria-Riitta",SDP,455,1683,Lapin vp,
1184,"Kaasalainen, Jouni",KD,455,1561,Pirkanmaan vp,
1185,"Alaraappana, Mikael",Pir,455,1525,Oulun vp,
1186,"Hedkrok, Nina",Muut,453,2698,Helsingin vp,
1187,"Rokkanen, Hanna",Vas,453,1897,Hämeen vp,
1188,"Kosonen, Lauri",Vihr,453,1439,Kaakkois-Suomen vp,
1189,"Markkula, Maarit",Muut,451,451,Satakunnan vp,
1190,"Klemetti, Juhani",Muut,450,2248,Helsingin vp,
1191,"Niskanen, Aleksi",PS,449,3365,Helsingin vp,
1192,"Rajala, Petri",Kok,448,3453,Pirkanmaan vp,
1193,"Sergejeff, Andrei",Vihr,444,1238,Hämeen vp,
1194,"Mäkelä, Mikko",Muut,444,805,Kaakkois-Suomen vp,
1195,"Pekkala, Outi",Vas,443,3745,Oulun vp,
1196,"Inkala, Lare",PS,443,2928,Oulun vp,
1197,"Auvinen, Jaana",Sin,443,1421,Varsinais-Suomen vp,
1198,"Heinonen, Jouni",KD,440,3914,Hämeen vp,
1199,"Paananen, Jukka",KD,440,2090,Vaasan vp,
1200,"Haataja, Heidi",Vas,439,3370,Oulun vp,
1201,"Hursti, Harri",Vas,438,1772,Satakunnan vp,
1202,"Jääskeläinen, Rauno",Vas,438,1324,Savo-Karjalan vp,
1203,"Laaksonen, Jari",PS,435,2511,Satakunnan vp,
1204,"Närkki, Aino",Kok,433,3037,Hämeen vp,
1205,"Rantanen, Miika",Vas,432,1551,Satakunnan vp,
1206,"Nyman, Tanja",RKP,431,1694,Oulun vp,
1207,"Pekkola, Petri",Vas,431,1152,Kaakkois-Suomen vp,
1208,"Jungell, Ida-Marie",RKP,430,4063,Vaasan vp,
1209,"Uusitalo, Mervi",Vas,429,3535,Varsinais-Suomen vp,
1210,"Kainulainen, Henna",KD,429,2897,Savo-Karjalan vp,
1211,"Ferin, Kirsi",Kesk,429,2200,Uudenmaan vp,
1212,"Dahl, Wille",Pir,429,1961,Uudenmaan vp,
1213,"Ruokonen, Janne",Vas,429,1247,Uudenmaan vp,
1214,"Ahva, Tiina",Sin,428,2379,Uudenmaan vp,
1215,"Törmänen, Tea",Lib,428,1471,Uudenmaan vp,
1216,"Joona, Tanja",Kesk,427,3237,Lapin vp,
1217,"Kohonen, Olli",Vas,427,3064,Oulun vp,
1218,"Kaartinen, Sirja",Kok,426,3250,Pirkanmaan vp,
1219,"Penttinen, Outi",Kok,426,1600,Oulun vp,
1220,"Seppälä, Ada",Kok,425,2821,Hämeen vp,
1221,"Tepsa, Juha",Muut,424,995,Lapin vp,
1222,"Oksanen, Michael",RKP,423,1904,Varsinais-Suomen vp,
1223,"Alapartanen, Ari",Vas,420,1191,Uudenmaan vp,
1224,"Taipale, Antti",KD,420,989,Kaakkois-Suomen vp,
1225,"Hölsä, Maiju",KD,419,907,Kaakkois-Suomen vp,
1226,"Liljenbäck, Tuomo",Vihr,418,1682,Varsinais-Suomen vp,
1227,"Laine, Sixten",RKP,416,1693,Varsinais-Suomen vp,
1228,"Vuorenlaakso, Jan",Vihr,416,1577,Varsinais-Suomen vp,
1229,"Teerikangas, Anni",Vihr,416,1169,Vaasan vp,
1230,"Pietilä, Mika",SDP,415,1768,Oulun vp,
1231,"Prihti, Ari",Sin,415,1669,Pirkanmaan vp,
1232,"Lehto, Iiris",Vihr,415,1640,Savo-Karjalan vp,
1233,"Abbey, Paul",Vas,415,1269,Keski-Suomen vp,
1234,"Walls, Mika Erik",Vas,415,1139,Uudenmaan vp,
1235,"Leino, Teemu",Vas,414,1091,Uudenmaan vp,
1236,"Haapamäki, Turo",SDP,412,3974,Kaakkois-Suomen vp,
1237,"Kähkönen, Neea",SDP,412,2247,Satakunnan vp,
1238,"Nikkari-Östman, Leena",RKP,410,3773,Vaasan vp,
1239,"Kilpinen, Atte",Vas,409,1036,Kaakkois-Suomen vp,
1240,"Meriniemi, Tuomas",Kesk,408,2749,Helsingin vp,
1241,"Pelto, Anna-Kaisa",KD,408,1145,Oulun vp,
1242,"Mynttinen, Maritta",Kesk,407,2544,Kaakkois-Suomen vp,
1243,"Puustelli, Miko",KD,407,2192,Keski-Suomen vp,
1244,"Tapaninen, Marjo",Vihr,407,1697,Oulun vp,
1245,"Kovanen, Päivi",KD,407,837,Kaakkois-Suomen vp,
1246,"Lommi, Maaret",KD,406,777,Kaakkois-Suomen vp,
1247,"Kolmonen, Petri",Kesk,405,2070,Uudenmaan vp,
1248,"Muukkonen, Kai",Vas,405,1352,Pirkanmaan vp,
1249,"Westergård, Raija",Vas,403,1281,Pirkanmaan vp,
1250,"Melkko, Satu",KD,402,2483,Savo-Karjalan vp,
1251,"Länsipuro, Janne",Vihr,402,2162,Uudenmaan vp,
1252,"Pöyhönen, Arttu",Kok,400,2310,Savo-Karjalan vp,
1253,"Sivenius, Päivi",PS,399,2717,Kaakkois-Suomen vp,
1254,"Huuki, Ari",SDP,399,2584,Vaasan vp,
1255,"Reinikainen, Taru",SDP,399,2477,Helsingin vp,
1256,"Tanskanen, Markku",Vas,399,1222,Savo-Karjalan vp,
1257,"Ekqvist, Marko",PS,398,3140,Helsingin vp,
1258,"Maunula-Craycroft, Riitta",Kok,398,1968,Vaasan vp,
1259,"Virtamo-Tiiska, Teija",Vas,398,1048,Uudenmaan vp,
1260,"Tervakoski, Jarno",SDP,397,2549,Savo-Karjalan vp,
1261,"Kurki, Sanna",Kesk,397,1955,Uudenmaan vp,
1262,"Valo, Petri",Muut,394,671,Kaakkois-Suomen vp,
1263,"Sundell, Pia-Lisa",RKP,393,2064,Uudenmaan vp,
1264,"Nieminen, Riikka",Pir,393,1176,Uudenmaan vp,
1265,"Seppälä, Heidi Susanna",RKP,392,1981,Uudenmaan vp,
1266,"Forsman, Ilpo",PS,391,2318,Satakunnan vp,
1267,"Finne, Tuomas",SDP,390,2364,Helsingin vp,
1268,"Kantola, Roni",Pir,390,980,Uudenmaan vp,
1269,"Engström, Minna",Muut,389,3517,Uudenmaan vp,
1270,"Kuusinen, Marie",SDP,389,3477,Pirkanmaan vp,
1271,"Nedergård, Kenth",RKP,388,3521,Vaasan vp,
1272,"Solala, Sini",Vihr,387,1491,Satakunnan vp,
1273,"Suhonen, Erkki",KD,385,2936,Hämeen vp,
1274,"Janitskin, Ilja",STL,384,1285,Helsingin vp,
1275,"Föhr, Matti",Vas,383,3213,Varsinais-Suomen vp,
1276,"Knevel, Marita",Muut,382,3077,Uudenmaan vp,
1277,"Rehnström, Kristian",RKP,382,1905,Uudenmaan vp,
1278,"Holmberg, Mikael",RKP,382,1523,Varsinais-Suomen vp,
1279,"Laihonen, Emilia",KD,382,1119,Satakunnan vp,
1280,"Karinen, Ville",Vas,382,1007,Uudenmaan vp,
1281,"Kaarlela, Antti",Kok,380,2482,Lapin vp,
1282,"Räty, Pekka",Kesk,380,2394,Kaakkois-Suomen vp,
1283,"Haapamäki, Launo",Kesk,380,1741,Hämeen vp,
1284,"Ulmanen, Juha",Vas,379,1686,Hämeen vp,
1285,"Mäkelä, Arja",Vas,377,1517,Hämeen vp,
1286,"Pienimäki, Santeri",EOP,376,3758,Helsingin vp,
1287,"Österdahl, Marjo",RKP,376,3301,Vaasan vp,
1288,"Pesonen, Tommi",Kok,376,2132,Savo-Karjalan vp,
1289,"Askeli, Leena",KD,375,955,Oulun vp,
1290,"Korkman, Anna",RKP,374,1385,Varsinais-Suomen vp,
1291,"Seppälä, Ville",Vihr,374,1358,Keski-Suomen vp,
1292,"Ryynänen, Arja",Kesk,373,1852,Uudenmaan vp,
1293,"Nykyri, Elina",Vas,373,970,Uudenmaan vp,
1294,"Närhi, Tanja",KD,370,1200,Helsingin vp,
1295,"Auvinen, Hannamari",KD,369,1659,Uudenmaan vp,
1296,"Juntunen, Marketta",KD,369,840,Satakunnan vp,
1297,"Virinsalo, Kari",SDP,368,3726,Kaakkois-Suomen vp,
1298,"Eronen, Petri",Muut,368,2735,Uudenmaan vp,
1299,"Hassinen, Kirsi",Kesk,368,2087,Satakunnan vp,
1300,"Jääskeläinen, Pietari",Sin,368,1903,Uudenmaan vp,
1301,"Näsi, Kati",Muut,368,1793,Pirkanmaan vp,
1302,"Hagman, Peter",KD,367,1493,Uudenmaan vp,
1303,"Rendic, Pia",KD,366,2349,Hämeen vp,
1304,"Portin, Ismo",KD,365,1957,Hämeen vp,
1305,"Taavela, Irma",Vas,364,1379,Hämeen vp,
1306,"Ahlefelt, Anne",RKP,363,1834,Uudenmaan vp,
1307,"Meriläinen, Mikko",Kok,361,1980,Savo-Karjalan vp,
1308,"Laaksonen, Sami",Vas,360,2946,Varsinais-Suomen vp,
1309,"Kontiokari, Veera",Pir,360,763,Oulun vp,
1310,"Morelius, Kenneth",Muut,359,2462,Uudenmaan vp,
1311,"Palmén, Karin",RKP,359,1691,Helsingin vp,
1312,"Nissi, Ville",Muut,359,797,Oulun vp,
1313,"Mustonen, Pekka",Pir,356,690,Savo-Karjalan vp,
1314,"Rinneaho, Arja",Vihr,355,1955,Pirkanmaan vp,
1315,"Vilkman, Mira",SDP,354,3525,Hämeen vp,
1316,"Ålander, Verde",Vihr,354,2100,Uudenmaan vp,
1317,"Kariluoto, Joni",Muut,352,2238,Uudenmaan vp,
1318,"Olin, Bicca",Vihr,351,4110,Helsingin vp,
1319,"Kallio, Jaana",KD,351,1858,Vaasan vp,
1320,"Brettschneider, Gunvor",RKP,351,1561,Helsingin vp,
1321,"Majatie, Saana-Maria",EOP,351,609,Varsinais-Suomen vp,
1322,"Leivo-Holmqvist, Terhi",SDP,350,2399,Vaasan vp,
1323,"Ketola, Olli",Vas,350,922,Vaasan vp,
1324,"Leivo-Rintakorpi, Tuija",Kesk,349,3338,Vaasan vp,
1325,"Egge, Faisa",Vihr,349,1052,Vaasan vp,
1326,"Koivalo, Tiina",Vas,349,935,Uudenmaan vp,
1327,"Koivula, Susanna",KD,348,1357,Uudenmaan vp,
1328,"Riikonen, Jere",KD,346,1244,Uudenmaan vp,
1329,"Nurminen, Tommi",Muut,346,661,Hämeen vp,
1330,"Yrjölä, Antti",Vihr,343,1567,Oulun vp,
1331,"Aguilera Velásquez, Jacqueline",SDP,342,1657,Oulun vp,
1332,"Ahlakorpi, Anni",Vas,341,1411,Lapin vp,
1333,"Keränen, Miikka",Vihr,340,4853,Lapin vp,
1334,"Grundström, Tuomo",Vas,339,1378,Satakunnan vp,
1335,"Railio, Jonna",EOP,338,2819,Helsingin vp,
1336,"Savola, Heikki",Vihr,338,2042,Uudenmaan vp,
1337,"Pitkänen, Tarja",Vas,337,1241,Satakunnan vp,
1338,"Alanko, Karita",Vas,334,2809,Oulun vp,
1339,"Länsikallio, Riina",Kesk,334,2199,Helsingin vp,
1340,"Aalto-Toivola, Tiina",Vas,334,1264,Hämeen vp,
1341,"Bergman, Leo",Lib,332,2255,Helsingin vp,
1342,"Haaja, Ilpo",Vas,331,2515,Helsingin vp,
1343,"Weckström, Väinö",Vas,331,1167,Hämeen vp,
1344,"Komonen, Riikka",Muut,331,575,Kaakkois-Suomen vp,
1345,"Tuura, Heta",Vas,330,2375,Helsingin vp,
1346,"Välipirtti, Mika",Vas,330,2250,Helsingin vp,
1347,"Åkers, Rebecca",SDP,330,2239,Vaasan vp,
1348,"Rantanen, Tiia-Henriikka",Muut,330,1927,Helsingin vp,
1349,"Kaskiluoto, Viljami",RKP,327,327,Pirkanmaan vp,
1350,"Salokangas, Tommi",PS,325,2153,Satakunnan vp,
1351,"Rantamaula, Ville-Veikko",Kesk,325,1833,Helsingin vp,
1352,"Kristiansson, Arvo",KD,325,1754,Keski-Suomen vp,
1353,"Lappalainen, Paavo",STL,325,776,Savo-Karjalan vp,
1354,"Hallikainen, Taru",FP,323,381,Oulun vp,
1355,"Ahola, Amos",Lib,321,1879,Helsingin vp,
1356,"Viita-aho-Tohni, Maria",KD,321,1672,Vaasan vp,
1357,"Trög, Heli",Muut,321,663,Lapin vp,
1358,"Jalkanen, Olli-Pekka",Kesk,320,2185,Keski-Suomen vp,
1359,"Österlund, Jan",Muut,320,2052,Uudenmaan vp,
1360,"Ahopelto, Pentti",KD,320,1520,Vaasan vp,
1361,"Kietäväinen, Olavi",KD,320,725,Kaakkois-Suomen vp,
1362,"Schoultz, Christer",Kok,317,3803,Helsingin vp,
1363,"Ala-Kaarre, Pirjo",Kok,317,3069,Pirkanmaan vp,
1364,"Hostila, Mika",Muut,317,503,Kaakkois-Suomen vp,
1365,"Vakkila, Jukka",Kok,316,2599,Kaakkois-Suomen vp,
1366,"de Wit, Geurt Marco",SKE,316,1064,Uudenmaan vp,
1367,"Räsänen, Taimi",Vas,315,2719,Varsinais-Suomen vp,
1368,"Naakka, Petri",Sin,315,1607,Kaakkois-Suomen vp,
1369,"Korpinen, Ville",SDP,314,2099,Vaasan vp,
1370,"Haapala, Tiina",KD,314,1148,Uudenmaan vp,
1371,"Rantaniemi, Rauno",Kesk,313,2914,Lapin vp,
1372,"Lahtinen, Jarkko",Kesk,313,1895,Pirkanmaan vp,
1373,"Harald, Bo",RKP,313,1769,Uudenmaan vp,
1374,"Torvinen, Matti",Sin,312,481,Lapin vp,
1375,"Nöjd, Ismo",Muut,311,1894,Uudenmaan vp,
1376,"Elmaci, Joel",Kok,311,1848,Savo-Karjalan vp,
1377,"Järveläinen, Anu",Vas,311,903,Uudenmaan vp,
1378,"Tenhunen, Markku",KD,310,1066,Uudenmaan vp,
1379,"Alén, Isabella Linnea",RKP,309,1708,Uudenmaan vp,
1380,"Airosto, Marjo",Muut,308,1434,Pirkanmaan vp,
1381,"Suoste, Maria Karoliina",Muut,308,1195,Pirkanmaan vp,
1382,"Aaltonen, Kari",Sin,308,820,Hämeen vp,
1383,"Aalto, Sakari",Vihr,306,1242,Satakunnan vp,
1384,"Alakulppi, Sari ""Sanneli""",Vihr,305,3235,Lapin vp,
1385,"Thorström, Tarmo",Vihr,304,1065,Satakunnan vp,
1386,"Tuominen, Eeva-Liisa",Kesk,303,1897,Satakunnan vp,
1387,"Ahtola, Tero",STL,303,1032,Hämeen vp,
1388,"Purojärvi, Jonna",Pir,302,1237,Keski-Suomen vp,
1389,"Kapanen, Seppo",Sin,300,1112,Pirkanmaan vp,
1390,"Räsänen, Mikko",Lib,297,1656,Varsinais-Suomen vp,
1391,"Kiilholma, Jelena",Vas,297,1128,Satakunnan vp,
1392,"Taskinen, Rauno",KD,296,2173,Savo-Karjalan vp,
1393,"Savonlahti, Ville",Vihr,296,1484,Varsinais-Suomen vp,
1394,"Nieminen, Mikko",Vas,296,873,Uudenmaan vp,
1395,"Niemi, Merja",Kesk,295,1983,Varsinais-Suomen vp,
1396,"Latikka, Timo",Kesk,295,1571,Helsingin vp,
1397,"Hangasvaara, Toni",Muut,295,531,Oulun vp,
1398,"Kettunen, Marko",Lib,294,1611,Helsingin vp,
1399,"Eronen, Eveliina",Vihr,294,1523,Savo-Karjalan vp,
1400,"Laikko, Hilkka",Muut,294,893,Varsinais-Suomen vp,
1401,"Ollila, Tiina",EOP,293,1068,Uudenmaan vp,
1402,"Siljander, Kirsti",KD,293,818,Oulun vp,
1403,"Keronen, Anne Kaarina",Vas,292,1135,Savo-Karjalan vp,
1404,"Kivimäki, Niko",KD,289,3400,Varsinais-Suomen vp,
1405,"Virtanen, Eila",KD,288,1678,Hämeen vp,
1406,"Stenbäck, Henrik",RKP,288,1450,Helsingin vp,
1407,"Nieminen, Tea",Kesk,287,1760,Uudenmaan vp,
1408,"Härkönen, Antti",Muut,287,1025,Pirkanmaan vp,
1409,"Granberg, Fred",RKP,286,1651,Uudenmaan vp,
1410,"Saarinen, Erkki",PS,285,2944,Helsingin vp,
1411,"Taimitarha, Paul",RKP,284,1353,Helsingin vp,
1412,"Hirvisaari, James",Muut,284,336,Hämeen vp,
1413,"Haapasaari, Sari",Kesk,283,1676,Uudenmaan vp,
1414,"Schafeitel, Yrjö",Muut,282,897,Pirkanmaan vp,
1415,"Henttunen, Matti",Kok,281,2069,Lapin vp,
1416,"Aintila, Anna",RKP,281,1598,Uudenmaan vp,
1417,"Ramberg, Henri",Vas,281,1283,Lapin vp,
1418,"Miettinen, Anne",Muut,280,1686,Helsingin vp,
1419,"Yli-Panula, Taru",Vihr,280,956,Vaasan vp,
1420,"Sirén, Tami",Vihr,280,932,Satakunnan vp,
1421,"Strandén, Juhani",PS,279,2771,Helsingin vp,
1422,"Kartano, Kristiina",Muut,277,1499,Helsingin vp,
1423,"Silvala, Suvi",Vas,277,942,Kaakkois-Suomen vp,
1424,"Jokinen, Maria",Kok,276,1845,Vaasan vp,
1425,"Wiman, Annele",Muut,276,1759,Uudenmaan vp,
1426,"Hansson, Viveca",RKP,276,1548,Uudenmaan vp,
1427,"Alaspää, Jenna",Vihr,276,876,Vaasan vp,
1428,"Pitkänen, Janne",Pir,276,508,Oulun vp,
1429,"Haapala, Riitta",KD,275,1431,Pirkanmaan vp,
1430,"Andersson, Richard",Pir,275,840,Uudenmaan vp,
1431,"Hämäläinen, Heli",Vihr,275,809,Vaasan vp,
1432,"Puoskari, Pentti",SDP,274,2852,Uudenmaan vp,
1433,"Simola, Antti",Pir,274,760,Kaakkois-Suomen vp,
1434,"Luotola, Ville",Vas,273,2593,Oulun vp,
1435,"Laitinen, Sakari",Vas,273,1059,Savo-Karjalan vp,
1436,"Simula, Aino-Riikka",Kesk,271,1768,Pirkanmaan vp,
1437,"Rantanen, Kimmo",KD,270,1393,Vaasan vp,
1438,"Peltola, Juha-Matti",Lib,270,1359,Pirkanmaan vp,
1439,"Stoor, Olavi",Vas,270,1176,Lapin vp,
1440,"Hyttinen, Tiina",KD,270,1028,Helsingin vp,
1441,"Åkerlund, Markus",Vas,270,864,Kaakkois-Suomen vp,
1442,"Jäntti, Jaakko",Vas,269,1034,Satakunnan vp,
1443,"Tallbacka, Jari",Kesk,268,1658,Pirkanmaan vp,
1444,"Pulkkis, Ari-Pekka",Pir,268,665,Vaasan vp,
1445,"Tuominen, Kyösti",Muut,267,765,Varsinais-Suomen vp,
1446,"Remekselä, Irja",Vas,265,2138,Helsingin vp,
1447,"Dachauer, Krista",KD,265,1462,Keski-Suomen vp,
1448,"Juvonen, Noora",Kesk,265,1375,Helsingin vp,
1449,"Vuori, Anne",PS,263,2617,Helsingin vp,
1450,"Rönnberg, Niklas",RKP,262,1268,Helsingin vp,
1451,"Perttunen, Jaakko",EOP,261,1926,Pirkanmaan vp,
1452,"Tiilikainen, Juha",Muut,261,1349,Helsingin vp,
1453,"Kivioja, Eila",PS,261,1318,Lapin vp,
1454,"Kamppila, Tuuli",FP,260,1409,Helsingin vp,
1455,"Tommiska, Mari",Vas,260,1084,Hämeen vp,
1456,"Kudjoi, Tiina",Vihr,259,828,Satakunnan vp,
1457,"Tervakangas, Sofia",Vihr,258,1455,Oulun vp,
1458,"Saxberg, Susanna",Kok,257,2908,Pirkanmaan vp,
1459,"Korhonen, Aira",KD,257,1253,Keski-Suomen vp,
1460,"Kauppinen, Kaisa",Kesk,256,1600,Uudenmaan vp,
1461,"Suni, Hannu",KD,256,1096,Keski-Suomen vp,
1462,"Ikonen, Mari",Vas,256,1085,Lapin vp,
1463,"Lampinen, Kimmo",Muut,255,853,Keski-Suomen vp,
1464,"Vendelin, Johanna",Lib,254,1253,Helsingin vp,
1465,"Ahva, Toni",Sin,253,1027,Helsingin vp,
1466,"Toivonen, Stephan",Muut,252,358,Ahvenanmaan vp,
1467,"Harjula, Riikka",Vihr,251,751,Vaasan vp,
1468,"Ollila, Matias",Kesk,250,1530,Uudenmaan vp,
1469,"Syväntö, Vuokko",KD,250,1468,Hämeen vp,
1470,"Lyytinen, Aarno",Muut,248,1226,Helsingin vp,
1471,"Sinkkonen, Tiina",KD,248,995,Uudenmaan vp,
1472,"Rajakorpi, Harri",Kesk,247,3129,Vaasan vp,
1473,"Laava, Jere",SDP,246,1560,Oulun vp,
1474,"Lehtikangas, Ulla",KD,246,716,Oulun vp,
1475,"Anttila, Satu",Sin,246,711,Varsinais-Suomen vp,
1476,"Österlund, Teija",Vihr,245,745,Satakunnan vp,
1477,"Perälä, Marko",Vihr,244,701,Vaasan vp,
1478,"Vanhamaa, Tarja",Kok,243,1773,Lapin vp,
1479,"Koskenrouta, Tuukka",Sin,243,474,Varsinais-Suomen vp,
1480,"Lehto, Pekka",Kesk,242,2649,Lapin vp,
1481,"Pyöriäinen, Jasmin",KD,242,1931,Savo-Karjalan vp,
1482,"Karjalainen, Riitta",Kesk,242,1859,Varsinais-Suomen vp,
1483,"Löfqvist, Tiia",Pir,242,1319,Hämeen vp,
1484,"Ali, Abdirahman",SDP,241,2770,Uudenmaan vp,
1485,"Eriksson, Kenneth",RKP,241,1194,Helsingin vp,
1486,"Panula, Heikki",Muut,240,1641,Uudenmaan vp,
1487,"Aitola, Nina",KD,239,1305,Hämeen vp,
1488,"Henriksson, Sofia",RKP,239,1128,Helsingin vp,
1489,"Vuorinen, Tuulikki",KD,239,933,Uudenmaan vp,
1490,"Airaksinen, Salla",Kesk,238,1467,Uudenmaan vp,
1491,"Kuusiranta, Kimmo",Muut,238,1124,Helsingin vp,
1492,"Puuronen, Vesa",Vas,238,1008,Lapin vp,
1493,"Läntinen, Carina",Vas,236,2407,Oulun vp,
1494,"Savukoski, Riitta",Kok,236,1552,Lapin vp,
1495,"Raevaara, Aarne",STL,236,1369,Pirkanmaan vp,
1496,"Nyrén, Saga",Pir,236,1128,Helsingin vp,
1497,"Keskinen, Lotta",RKP,236,1068,Helsingin vp,
1498,"Kolehmainen, Jani",Sin,236,1033,Savo-Karjalan vp,
1499,"Junnila, Matti",KD,236,878,Uudenmaan vp,
1500,"Tauria-Huttunen, Arja",Vas,236,797,Kaakkois-Suomen vp,
1501,"Laurila, Pauliina",EOP,236,534,Uudenmaan vp,
1502,"Rajala, Matti",Vas,234,2525,Varsinais-Suomen vp,
1503,"Schadrin, Pauli",SKP,234,963,Pirkanmaan vp,
1504,"Siika-aho, Antti",Kesk,233,1222,Helsingin vp,
1505,"Lampila, Arto",Pir,233,619,Keski-Suomen vp,
1506,"Holappa, Toni",Vihr,231,1358,Oulun vp,
1507,"Pietilä, Roy",Vas,231,830,Vaasan vp,
1508,"Hynynen, Eero",Vas,228,2357,Varsinais-Suomen vp,
1509,"Honkanen, Sari",SDP,228,1496,Lapin vp,
1510,"Markkanen, Jasu",KD,228,1174,Hämeen vp,
1511,"Kari, Ville",Vas,228,845,Uudenmaan vp,
1512,"Liljamo, Vesa",KD,228,636,Oulun vp,
1513,"Polo, Olli",Sin,227,834,Pirkanmaan vp,
1514,"Mäkirinne, Riku",Pir,227,828,Varsinais-Suomen vp,
1515,"Pörsti, Pekka",Vas,227,755,Vaasan vp,
1516,"Sorvari, Seppo",Vihr,226,1273,Oulun vp,
1517,"Sahlberg, Minna",KD,224,1738,Savo-Karjalan vp,
1518,"Thelen, Maria",Muut,224,1539,Uudenmaan vp,
1519,"Suihkonen, Tuomas",Vas,224,819,Uudenmaan vp,
1520,"Eilola-Jokivirta, Markku",Vas,223,2247,Oulun vp,
1521,"Laaksonen, Hannu",KD,223,829,Uudenmaan vp,
1522,"Paussu, Toni",PS,222,2479,Helsingin vp,
1523,"Filppula, Veera",Kok,221,1486,Satakunnan vp,
1524,"Tasmuth, Tiina",Kesk,221,1408,Uudenmaan vp,
1525,"Mikkola, Jaakko",KD,221,573,Oulun vp,
1526,"Isberg, Jeppe",Kesk,220,1354,Uudenmaan vp,
1527,"Siitonen, Veikko",PS,220,1224,Lapin vp,
1528,"Immonen, Niina",Sin,220,1071,Kaakkois-Suomen vp,
1529,"Kakko, Kimmo",Sin,219,1586,Uudenmaan vp,
1530,"Huttunen, Sonja",KD,218,786,Uudenmaan vp,
1531,"Virtanen, Harri",SDP,217,2693,Uudenmaan vp,
1532,"Röntynen, Suvi",Vas,217,2107,Oulun vp,
1533,"Sipilä, Lisa",Kesk,217,1100,Helsingin vp,
1534,"Lindqvist, Hilkka",Muut,216,1448,Uudenmaan vp,
1535,"Axell, May-Gret",KD,216,1286,Vaasan vp,
1536,"Kivistö, Harri",Pir,216,906,Pirkanmaan vp,
1537,"Mustonen, Pasi",KD,216,746,Uudenmaan vp,
1538,"Salo, Veeti",Muut,215,215,Uudenmaan vp,
1539,"Turunen, Tarja",KD,214,680,Kaakkois-Suomen vp,
1540,"Uotila, Janne",Pir,214,552,Varsinais-Suomen vp,
1541,"Ekroth, Susanne",Vihr,213,678,Satakunnan vp,
1542,"Kaleva, Sabrina",RKP,211,1015,Helsingin vp,
1543,"Brask, Markku",Pir,211,735,Uudenmaan vp,
1544,"Nurminen, Janne",Pir,211,660,Hämeen vp,
1545,"Nybacka, Silvo",Vas,210,1983,Oulun vp,
1546,"Hyttinen, Lassi",KD,210,711,Uudenmaan vp,
1547,"Güley, Minna",KD,210,672,Satakunnan vp,
1548,"Bergman-Pyykkönen, Marina",RKP,210,498,Hämeen vp,
1549,"Huttunen, Saara",FP,210,210,Keski-Suomen vp,
1550,"Kuula, Ina",KD,209,679,Uudenmaan vp,
1551,"Donner, Iikki",EOP,209,356,Uudenmaan vp,
1552,"Vuorenniemi, Jouko",KD,208,1068,Hämeen vp,
1553,"Kurki, Satu",Muut,208,1038,Helsingin vp,
1554,"Korpiranta, Miikka",KD,208,900,Helsingin vp,
1555,"Vihervä, Lauri",Vas,208,794,Uudenmaan vp,
1556,"Vähäkangas, Juha",KD,208,521,Oulun vp,
1557,"Huikko, Kalle",SDP,207,3507,Kaakkois-Suomen vp,
1558,"Kangas-Siira, Monika",Vihr,207,1198,Oulun vp,
1559,"Kytömäki, Eeli",FP,207,1027,Uudenmaan vp,
1560,"Lagus, Krista",IP,206,703,Uudenmaan vp,
1561,"Vähäkainu, Johanna",KD,206,560,Satakunnan vp,
1562,"Marjamäki, Märta",RKP,205,1270,Varsinais-Suomen vp,
1563,"Kanerva, Seppo",Sin,205,684,Helsingin vp,
1564,"Högel, Caroline",RKP,204,1501,Uudenmaan vp,
1565,"Kustonen, Johan",Pir,204,414,Varsinais-Suomen vp,
